Cons_No,Contract_Ac,Contract,Install_No,GIC_Code,Sch_No.,Leg_Ac_No,Meter_No,Meter_Typ,Tariff,PSC_Cons_IBC,IBC_Name,AMR_STATUS,Actual_Latitude,Actual_Longitude,DTS_ID,PMT_Name,FeederID_(BH),Feeder_Name_(BH),FeederID,Feeder_Name,CM_No
DP002156,400013992205,31358312,7001365879,K0305,6561,2952385310348,Hook,Inactive,A1-R,124,NORTH NAZIMABAD,Inactive,0,0,7078,"P-5, F-94, BLOCK ""B"", N. NAZ.",,,3294,"P-14/13, MUHD. BAKERY",0
DP001127,400002107781,30525317,7000215262,K0305,6565,2952385321935,Hook,Inactive,A1-R,124,NORTH NAZIMABAD,Inactive,0,0,6693,"BLOCK ""B"" PUMPING S/S",,,656,"P-3/4,HEAD QUARTER PAKISTAN RANGER SINDH",0
DP001122,400002006087,30515576,7000205682,K0305,6565,2952385320537,Hook,Inactive,A1-R,124,NORTH NAZIMABAD,Inactive,0,0,500209,"P-6/11, UC-8 D/B PMT  SEC-14B",,,630,"P-6/11, UC-8 D/B PMT  SEC-14B",0
DP000860,400001985955,30521084,7000209350,K0305,6165,2952385150138,Hook,Inactive,A1-R,136,NAZIMABAD,Inactive,0,0,,Null,,,Null,Null,0
DP001267,400002099150,30524568,7000214579,K0305,6165,2952385410032,Hook,Inactive,A1-R,127,LIAQATABAD,Inactive,0,0,582,NADIM SHAH( ROI WALI) PMT-I,,,546,APWA SCHOOL PMT-I,0
DP002488,400024719195,32394631,7002412543,K0305,5201,2952285650087,Hook,Inactive,A1-R,132,F B AREA,Inactive,0,0,170839,P-4/5/1  GHOSIA MASJID-1,,,2097,P- 4  FAISAL MEDICAL,0
DP001808,400002126875,30524545,7000214619,K0305,5560,2952385640143,Hook,Inactive,A1-R,132,F B AREA,Inactive,0,0,173409,"MASJID-E-IBRAHIM PMT, BLOCK-6, FBA",,,1205,"MASJID-E-IBRAHIM PMT, BLOCK-6, FBA",0
DP002689,400025935916,32514012,7002533400,K0305,5565,2952385640402,Hook,Inactive,A1-R,132,F B AREA,Inactive,0,0,529,"DARBAR E SULTANI(AKHTAR SULTAN),",,,556,SHAREEF PLAZA(OPP APWA COLLEGE),0
DP001614,400002184352,30527199,7000218762,K0305,5560,2952385640135,Hook,Inactive,A1-R,132,F B AREA,Inactive,0,0,1120,AL-E-ABBA IMAM BARGAH PMT-1 (RHS),,,1203,AL-E-ABBA IMAM BARGAH PMT-1 (RHS),0
DP000826,400002176112,30529012,7000218159,K0305,5350,2952487780543,Hook,Inactive,A1-R,136,NAZIMABAD,Inactive,0,0,,Null,,,Null,Null,0
DP002864,400027288527,32648077,7002668498,K0305,6460,2952385791133,Hook,Inactive,A1-R,134,NEW KARACHI,Inactive,0,0,11845,"P-7/8, SHAH NAWAZ BHUTTO COLONY",,,3865,"P-2/14/1, ZAREENA COLONY",0
DP001162,400002182066,30533891,7000202077,K0305,6565,2952385730010,Hook,Inactive,A1-R,133,NORTH KARACHI,Inactive,0,0,607,"P-27, 11D",,,649,"P-8/7/4, SEC-11J, NK",0
LB430180,400030241523,32926611,7002957000,K0305,5565,,TP22744,Three,A1-R_TOD,132,F B AREA,Non AMR,24.92546077,67.07006469,8333,SAGUM GROUND DR. ALVI SB.,,,2019,SAGUM GROUND DR. ALVI SB.,0
DP002148,400013985756,31357839,7001365506,K0305,6165,2952385620129,Hook Connection,Hook,A1-R,127,LIAQATABAD,Hook,0,0,514,JANU PMT-1 (FOOT BALL GROUND-I),,,543,GULBERG SCHOOL D/PMT (LHS),0
DP001435,400002196555,30529322,7000220088,K0305,6165,2952285630016,Hook Connection,Hook,A1-R,127,LIAQATABAD,Hook,24.91715482,67.04910759,585,AL-KARAM # 1 S/S,,,547,AL-KARAM # 2 S/S (LOCAL-2),0
DP000892,400002101570,30532850,7000201109,K0305,6565,2952385330152,Hook Connection,Hook,A1-R,124,NORTH NAZIMABAD,Hook,0,0,26,"P-3/5, HYDRI MARKET # 1",,,673,"P-3/5, HYDRI MARKET # 1",0
DP000906,400002126956,30519987,7000209124,K0305,6565,2952385330136,Hook Connection,Hook,A1-R,124,NORTH NAZIMABAD,Hook,0,0,7078,"P-5, F-94, BLOCK ""B"", N. NAZ.",,,3294,"P-14/13, MUHD. BAKERY",0
DP002151,400013985764,31357867,7001365535,K0305,6565,2952385340298,Hook Connection,Hook,A1-R,124,NORTH NAZIMABAD,Hook,0,0,1517,"P-11, SECTOR 15A5,",,,1298,"P-25, PMT MASJID AQSA",0
DP000903,400002126395,30519971,7000209105,K0305,6565,2952385330071,Hook Connection,Hook,A1-R,124,NORTH NAZIMABAD,Hook,0,0,170504,"P-13/6/1, PARK PMT BLOCK-N,",,,3605,"P-6, BLOCK ""N"", N. NAZ.",0
DP000908,400002128266,30520003,7000209148,K0305,6565,2952385330117,Hook Connection,Hook,A1-R,124,NORTH NAZIMABAD,Hook,0,0,7078,"P-5, F-94, BLOCK ""B"", N. NAZ.",,,3294,"P-14/13, MUHD. BAKERY",0
DP001170,400002168969,30530193,7000220575,K0305,5565,2952385510037,Hook Connection,Hook,A1-R,127,LIAQATABAD,Hook,0,0,9705,AKHTAR SULTAN BL-1,,,2101,AKHTAR SULTAN BL-1,0
DP000812,400002128541,30530829,7000219893,K0305,5565,2952385572156,Hook Connection,Hook,A1-R,127,LIAQATABAD,Hook,0,0,1357,ADEEL SQUARE PHASE-II,,,3341,"WAZIR JEHAN G.G.S.S, M/S. D.O EDUCATION",0
LB371418,400031033819,32998062,7003027624,K0305,5565,,SCL62799,Single,A3-G,132,F B AREA,Non AMR,24.93859978,67.08245851,4810,POOR BANDAR D/PMT-I (LHS),,,2094,POOR BANDAR D/PMT-I (LHS),0
DP002896,400027542587,32672816,7002693423,K0305,5565,2952385510088,Hook Connection,Hook,A1-R,132,F B AREA,Hook,0,0,4810,POOR BANDAR D/PMT-I (LHS),,,2094,POOR BANDAR D/PMT-I (LHS),0
LB412630,400029173751,32826768,7002853924,K0305,6165,,SCG51900,Single,A1-R,136,NAZIMABAD,Non AMR,24.91480344,67.02274885,,Null,,,Null,Null,0
DP000866,400001991831,30524707,7000214608,K0305,6165,2952385220233,Hook Connection,Hook,A1-R,136,NAZIMABAD,Hook,0,0,,Null,,,Null,Null,0
DP000560,400002176686,30523410,7000212715,K0305,6165,2952385231936,Hook Connection,Hook,A1-R,136,NAZIMABAD,Hook,0,0,,Null,,,Null,Null,0
LA063796,400002146922,30521172,7000210250,K0305,5565,2952385573802,TJ17038,Three,A3-G,132,F B AREA,Non AMR,24.9271917,67.07928982,1472,ANGLWO SCHOOL BL-15 NEW PMT,,,3342,ANGLWO SCHOOL BL-15 NEW PMT,0
AL745083,400002252684,30524120,7000211954,K0305,5565,2952385516256,4662,Single,A3-G,127,LIAQATABAD,Non AMR,24.938639,67.08241861,500488,ISLAMIC FOUNDATION SCHOOL-2,,,549,ISLAMIC FOUNDATION SCHOOL-2,0
DP000497,400002256108,30525224,7000213019,K0305,6565,2952385320637,Hook Connection,Hook,A1-R,124,NORTH NAZIMABAD,Hook,0,0,500209,"P-6/11, UC-8 D/B PMT  SEC-14B",,,630,"P-6/11, UC-8 D/B PMT  SEC-14B",0
DP000884,400002097964,30532736,7000200653,K0305,6565,2952385320173,Hook Connection,Hook,A1-R,124,NORTH NAZIMABAD,Hook,0,0,26,"P-3/5, HYDRI MARKET # 1",,,673,"P-3/5, HYDRI MARKET # 1",0
DP000855,400001985025,30521011,7000209263,K0305,6165,2952385140930,Hook Connection,Hook,A1-R,136,NAZIMABAD,Hook,0,0,,Null,,,Null,Null,0
LB345994,400026926244,32612150,7002632358,K0305,6165,2952385140957,TL32343,Three,A1-R,136,NAZIMABAD,Non AMR,24.91314076,67.02401351,,Null,,,Null,Null,0
DP001844,400001991777,30532137,7000202572,K0305,6165,2952385430197,Hook Connection,Hook,A1-R,127,LIAQATABAD,Hook,0,0,500476,FURQANIA MASJID D/PMT LHS,,,558,FURQANIA MASJID D/PMT LHS,0
DP001847,400002134231,30522928,7000214006,K0305,6165,2952385440087,Hook Connection,Hook,A1-R,127,LIAQATABAD,Hook,0,0,9728,MUNNAWAR ENGINEERING D/PMT (RHS),,,561,MUNNAWAR ENGINEERING D/PMT (LHS),0
DP002727,400026400099,32559593,7002579561,K0305,5202,2952285410035,Hook Connection,Hook,A1-R,127,LIAQATABAD,Hook,0,0,,Null,,,Null,Null,0
LB345864,400026926937,32612317,7002632576,K0305,5565,2952385650190,TL47692,Three,A1-R_TOD,132,F B AREA,Non AMR,24.94268294,67.07429957,524230,P-23 SAMANABAD  MARKET WALI PMT (RHS),,,1199,MASJID FATIMA ZAHRA,0
DP001093,400002000952,30522965,7000212016,K0305,5565,2952385640232,Hook Connection,Hook,A1-R,132,F B AREA,Hook,0,0,170836,P- 4  FAISAL MEDICAL,,,2097,P- 4  FAISAL MEDICAL,0
DP001095,400002002319,30522999,7000212040,K0305,5565,2952385640259,Hook Connection,Hook,A1-R,132,F B AREA,Hook,0,0,500430,SHAREEF PLAZA(OPP APWA COLLEGE),,,556,SHAREEF PLAZA(OPP APWA COLLEGE),0
DP000793,400002049827,30536209,7000204316,K0305,5565,2952285550012,Hook Connection,Hook,A1-R,132,F B AREA,Hook,0,0,8333,SAGUM GROUND DR. ALVI SB.,,,2019,SAGUM GROUND DR. ALVI SB.,0
LB403243,400028534831,32772332,7002793448,K0305,5565,,TZ87909,Three,A3-G,132,F B AREA,Non AMR,24.9196574,67.0664256,4804,LAL QILA PMT-1,,,2041,BAGHE-E-AFZA D/B PMT,0
LB220072,400024174318,32337801,7002355573,K0305,5560,2952385640127,TL60901,Three,A1-R_TOD,132,F B AREA,Non AMR,24.93190428,67.06571851,1491,B-147/10 FBA PMT-I,,,3466,B-147/10 FBA PMT-I,0
LB346991,400026926023,32612128,7002632336,K0305,6165,2952385120212,TL52991,Three,A1-R_TOD,136,NAZIMABAD,Non AMR,24.90718464,67.02413153,,Null,,,Null,Null,0
LB345934,400026926066,32612132,7002632340,K0305,6165,2952385120220,TL32340,Three,A1-R_TOD,136,NAZIMABAD,Non AMR,24.903797,67.02567346,,Null,,,Null,Null,0
LB346156,400026926880,32612312,7002632571,K0305,6165,2952385120298,TL33339,Three,A1-R_TOD,136,NAZIMABAD,Non AMR,24.9062681,67.02721909,,Null,,,Null,Null,0
LB347085,400026925981,32612124,7002632332,K0305,6165,2952385120166,TL50226,Three,A1-R_TOD,136,NAZIMABAD,Non AMR,24.90487929,67.02891927,,Null,,,Null,Null,0
LB345935,400026926112,32612137,7002632345,K0305,6165,2952385120239,TZ91326,Three,A1-R_TOD,136,NAZIMABAD,Non AMR,24.90499728,67.02555276,,Null,,,Null,Null,0
LB304666,400025072705,32430988,7002449118,K0305,6165,2952385220087,TZ66305,Three,A3-G,136,NAZIMABAD,Non AMR,24.90596158,67.03394238,500614,KESC DISPENSARY PMT(DOUBLE WITH LOCAL),,,560,DISPENSARY PARK PMTOPP POST OFFICE,0
LB311124,400025206043,32443531,7002462052,K0305,6565,2952385320351,TJ41328,Three,A3-G,124,NORTH NAZIMABAD,Non AMR,24.96218939,67.05565486,500209,"P-6/11, UC-8 D/B PMT  SEC-14B",,,630,"P-6/11, UC-8 D/B PMT  SEC-14B",0
DP000845,400002256515,30517482,7000205658,K0305,6165,2952185120123,Hook Connection,Hook,A1-R,136,NAZIMABAD,Hook,0,0,,Null,,,Null,Null,0
DP001891,400002156049,30526394,7000216952,K0305,5565,2952385551221,Hook Connection,Hook,A1-R,132,F B AREA,Hook,0,0,10347,MUHAMMADI GROUND PMT-I,,,2099,MUHAMMADI GROUND PMT-I,0
BL000097,400002115628,30530972,7000219029,K0305,5201,2952285420200,354835,Three,A1-R,127,LIAQATABAD,Non AMR,24.90249727,67.04549599,,Null,,,Null,Null,0
BL000669,400002240139,30533300,7000221029,K0305,7706,2952285751247,496996,Three,A1-R,133,NORTH KARACHI,Non AMR,24.97757594,67.06913061,171361,"P-2, OLD P-1A/4, SEC-11I, N.K",,,624,"P-1A/4, SEC-11I, N.K",0
LB346990,400026926198,32612145,7002632353,K0305,6160,2952385220101,TY93598,Three,A1-R_TOD,136,NAZIMABAD,Non AMR,24.91398305,67.03579847,,Null,,,Null,Null,0
,400035826368,,-,K0305,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400035587727,,-,K0305,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400034718944,,-,K0305,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400035540863,,-,K0305,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400035537900,,-,K0305,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400035537188,,-,K0305,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400045041024,,-,K0305,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400041769392,,-,K0305,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400041180453,,-,K0305,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400041635787,,-,K0305,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400044170483,,-,K0305,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400042104947,,-,K0305,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400041769929,,-,K0305,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400036298810,,-,K0305,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400036300262,,-,K0305,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400039258828,,-,K0305,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400040568757,,-,K0305,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400037325455,,-,K0305,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400039761856,,-,K0305,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400039259409,,-,K0305,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400040571149,,-,K0305,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400037343720,,-,K0305,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400037325560,,-,K0305,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400040568741,,-,K0305,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400041638476,,-,K0305,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400043341861,,-,K0305,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
DP002073,400005629762,30547559,-,K0305,6165,2952385150111,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP001912,400005574690,30540592,-,K0305,6165,2952385150278,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP001180,400002130406,30527097,-,K0305,6165,2952385120247,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP000849,400002256744,30517614,-,K0305,6165,2952385120174,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP001953,400005574798,30540655,-,K0305,6565,2952385320157,Moveout,Moveout,A1-R,124,NORTH NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP000872,400001993192,30524806,-,K0305,6165,2952385220217,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP000930,400002026773,30530289,-,K0305,5565,2952385650068,Moveout,Moveout,A1-R,132,F B AREA,Moveout,0,0,,Null,,,Null,Null,0
DP001182,400002130872,30527144,-,K0305,6565,2952385321110,Moveout,Moveout,A1-R,124,NORTH NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
DP000856,400001985197,30521026,-,K0305,6165,2952385140949,Moveout,Moveout,A1-R,136,NAZIMABAD,Moveout,0,0,,Null,,,Null,Null,0
LA422289,400002259972,30515748,7000204335,K0305,5915,2952285460245,S53023,Three,A1-R,127,LIAQATABAD,Non AMR,24.902826,67.039624,9725,POLICE LINE D/PMT  (LHS),,,561,MUNNAWAR ENGINEERING D/PMT (LHS),0
LB345859,400026926252,32612151,7002632359,K0305,6565,2952385321129,SAS34383,Single,A3-G,124,NORTH NAZIMABAD,Non AMR,24.93578244,67.03129303,170681,P-6 STATE BANK QTRS.RANGRS,,,662,NATIONAL YOUTH CENTER S/S,0
LB433572,400030731679,32971078,7002999527,K0305,6561,,SCJ26795,Single,A3-G,124,NORTH NAZIMABAD,Non AMR,24.9561003,67.0526026,170485,"P-21, PMT BLOCK-J",,,675,"P-21, PMT BLOCK-J",0
LA748325,400002247281,30522405,7000210162,K0305,6165,2952385130641,TA2420,Three,A1-R,136,NAZIMABAD,Non AMR,24.9111119,67.0291212,,Null,,,Null,Null,0
LB220009,400024154244,32335705,7002353613,K0305,6460,2952385790048,TJ53715,Three,A3-G,133,NORTH KARACHI,Non AMR,24.9762086,67.05434695,522711,"P-13,",,,3612,"P-12/3, 11B,",0
AL717446,400002024169,30535931,7000202894,K0305,6561,2952385337211,TJ53831,Three,A1-R,124,NORTH NAZIMABAD,Non AMR,24.92624886,67.03282692,8488,NAZTEL.EXC. S/S-I,,,656,"P-3/4,HEAD QUARTER PAKISTAN RANGER SINDH",0
LB311741,400025345868,32457446,7002476164,K0305,6561,2952385340727,TJ66883,Three,A3-G,124,NORTH NAZIMABAD,Non AMR,24.9546793,67.06136193,2734,P-5/1/6 HUZEFA PARK,,,3457,"P-1/1, SEC, 15A-1, KIRAN PAL",0
LB322688,400025345949,32457219,7002475937,K0305,6465,2952385730215,TJ77871,Three,A3-G,133,NORTH KARACHI,Non AMR,24.9867771,67.0664014,524384,Pole-56/1A/2,,,631,"P-22/8, ASST ENGINEER ELECTRICAL",0
LB346091,400027368202,32655891,7002676358,K0305,6165,2952385150308,TL30329,Three,A3-G,136,NAZIMABAD,Non AMR,24.9212437,67.021099,526152,ALLAH DINO PMT NO 1,,,3460,ALLAH DINO PMT NO 1,0
LB354464,400026832053,32602790,7002622729,K0305,6165,2952385150227,TL33366,Three,A3-G,136,NAZIMABAD,Non AMR,24.918211,67.0310449,,Null,,,Null,Null,0
LB346158,400026926953,32612319,7002632578,K0305,6165,2952385140167,TL33367,Three,A1-R,136,NAZIMABAD,Non AMR,24.9180367,67.0268898,,Null,,,Null,Null,0
LB345821,400026750588,32595052,7002615538,K0305,6561,2952385320661,TL47673,Three,A1-R,124,NORTH NAZIMABAD,Non AMR,24.9460356,67.0473295,9889,P-60/6 MASJID-E-BATHA BL-I,,,655,P-60/6 MASJID-E-BATHA BL-I,0
LB374241,400030019227,32905070,7002935087,K0305,6565,,TL90467,Three,A1-R_TOD,124,NORTH NAZIMABAD,Non AMR,24.9461514,67.0468316,170345,"P-17, KHADIJA MARKET",,,672,"P-11/1, D/PMT (RHS)",0
LB411994,400029055473,32816521,7002841852,K0305,5560,,TO23040,Three,A1-R_TOD,132,F B AREA,Non AMR,24.9318832,67.0792455,8333,SAGUM GROUND DR. ALVI SB.,,,2019,SAGUM GROUND DR. ALVI SB.,0
LB412656,400030017232,32904898,7002934856,K0305,6460,,TO58384,Three,A1-R_TOD,134,NEW KARACHI,Non AMR,24.9714139,67.0508033,6172,"""P-12/13/1, (RHS) SEC-L1, SURJANI""",,,3474,"P-12/10A/7/1/1, (OLD P-12/10A/8/1)",0
LB442206,400031309792,33022495,7003051222,K0305,6565,,TP47994,Three,A3-G,133,NORTH KARACHI,Non AMR,24.9010327,67.073454,607,"P-27, 11D",,,649,"P-8/7/4, SEC-11J, NK",0
LB442127,400031033878,32998068,7003027630,K0305,6465,,TP58453,Three,A1-R_TOD,124,NORTH NAZIMABAD,Non AMR,24.9036426,67.0703522,170451,"P-18, NAGAN PUMPING D/PMT-1",,,3428,"P-10A/2, SEC. 15A-3",0
LB442195,400031695765,33057510,7003079785,K0305,6460,,TP74000,Three,A3-G,134,NEW KARACHI,Non AMR,24.9931043,67.05359928,11859,"P-2/14/1, ZAREENA COLONY",,,3865,"P-2/14/1, ZAREENA COLONY",0
DP001456,400002071407,30519909,7000210013,K0304,5665,2752382540181,Hook,Inactive,A1-R,130,JOHAR,Inactive,0,0,508239,AFNAN ARCADE (L.H.S),,,3073,AFNAN ARCADE (L.H.S),0
DP001682,400002182090,30530999,7000200249,K0304,5665,2752382520369,Hook,Inactive,E-1_I,123,GULSHAN,Inactive,0,0,,Null,,,Null,Null,0
DP003169,400029509490,32858395,7002887178,K0304,4003,,Hook,Inactive,A1-R,137,BAHADURABAD,Inactive,0,0,,Null,,,Null,Null,0
DP003164,400029509431,32858396,7002887179,K0304,4003,,Hook,Inactive,A1-R,137,BAHADURABAD,Inactive,0,0,,Null,,,Null,Null,0
DP002425,400024377049,32360513,7002378530,K0304,5765,2752182330026,Hook,Inactive,A1-R,138,GARDEN,Inactive,0,0,11806,NISHTER PARK PMT-2,,,3552,NISHTER PARK PMT-1,0
DP003257,400032298287,33110334,7003145829,K0304,5760,,Hook,Inactive,A1-R,137,BAHADURABAD,Inactive,0,0,,Null,,,Null,Null,0
DP003170,400029509504,32858394,7002887177,K0304,4003,,Hook,Inactive,A1-R,137,BAHADURABAD,Inactive,0,0,,Null,,,Null,Null,0
DP002613,400025313052,32451961,7002470628,K0304,5765,2752182440182,Hook,Inactive,A1-R,137,BAHADURABAD,Inactive,0,0,11253,SHAH NAJAF PMT-2,,,2051,BASHIR HOTEL PMT 2,0
DP001227,400002079974,30522959,7000212961,K0304,5765,2852184321215,Hook,Inactive,A1-R,145,TIPUSULTAN,Inactive,0,0,509805,SHABBIR HUSSAIN PMT,,,3246,SHABBIR HUSSAIN PMT,0
BL002194,400001988059,30534364,7000200244,K0304,5660,2752382523457,CTO21168,CTO,A3-G,137,BAHADURABAD,Non AMR,24.89843285,67.0698471,505242,GULSHAN IQBAL TOWN OFFICE PMT,,,104,JUMANI ARCADE S/S,0
DP001669,400002142455,30528166,7000218224,K0304,5665,2752382520334,Hook Connection,Hook,A1-R,123,GULSHAN,Hook,0,0,,Null,,,Null,Null,0
LB374209,400028434896,32761030,7002781613,K0304,5665,2752382522078,TL90238,Three,A1-R,123,GULSHAN,Non AMR,24.90306169,67.10674558,,Null,,,Null,Null,0
LB377762,400028372351,32754329,7002774679,K0304,5665,2752382530232,TO009261,Three,A1-R_TOD,123,GULSHAN,Non AMR,24.93472961,67.09342808,504884,"B-177 D/B PMT, BL.4-A",,,1219,"B-177 D/B PMT, BL.4-A",0
LB388743,400028372537,32754349,7002775197,K0304,5665,2852384430272,SCA73990,Single,A3-G,145,TIPUSULTAN,Non AMR,24.88769351,67.0779752,4923,SELANI CHOWK PMT,,,106,SELANI CHOWK PMT,0
LB463842,400037660491,33564252,7003610615,K0304,5765,,TS57115,Three,A3-G,118,DEFENCE,Non AMR,24.8332425,67.0757579,,Null,,,Null,Null,0
AL303663,400001994105,30524595,7000212074,K0304,5665,2752382521098,TE53287,Three,A1-R,137,BAHADURABAD,Non AMR,24.8992199,67.0733443,9028,GULSHAN CAMBRIDGE S/S,,,319,GULSHAN CAMBRIDGE S/S,0
LB327758,400025529276,32475113,7002494257,K0304,5765,2852284410177,TJ72509,Three,A3-G,137,BAHADURABAD,Non AMR,24.88489691,67.06584223,510953,JAMIA MASJID SHARFABAD MASJID PMT,,,3520,JAMIA MASJID SHARFABAD MASJID PMT,0
LB298490,400025027599,32425840,7002443918,K0304,5665,2752382540106,TT27831,Three,A3-G,130,JOHAR,Non AMR,24.91821328,67.12460674,508223,JAVAID HILL VIEW BL.15,,,3465,DIRECTORATE OF YOUTH AFFAIRS SINDH,0
,400040348628,,-,K0304,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
DP001463,400002029497,30516911,-,K0304,5665,2752382540262,Moveout,Moveout,A1-R,130,JOHAR,Moveout,0,0,,Null,,,Null,Null,0
DP001943,400005574186,30540575,-,K0304,5227,2852284410193,Moveout,Moveout,A1-R,137,BAHADURABAD,Moveout,0,0,,Null,,,Null,Null,0
AL298956,400002086849,30530534,7000219131,K0304,5765,2752482450797,S72966,Single,A1-R,137,BAHADURABAD,Non AMR,0,0,5087,AMINABAD S/S,,,1126,PIR BUILDER PMT-1,0
AL108917,400002022042,30535614,7000202875,K0304,5804,2852184372731,S95326,Single,A1-R,145,TIPUSULTAN,Non AMR,24.8698947,67.0548111,7291,MAIDAN WALI GROUND D/PMT RHS,,,3508,MAIDAN WALI GROUND D/PMT RHS,0
LA782881,400002168020,30521199,7000209289,K0304,5665,2752382530585,SAI21061,Single,A1-R,152,JOHAR-II,Non AMR,24.9219183,67.1024778,509872,HARIS BANGLOWS RHS,,,416,RIZWAN HOUSING SOC. PMT 03,0
AL075782,400002078331,30515233,7000202904,K0304,5206,2752482430111,SAI21062,Single,A1-R,137,BAHADURABAD,Non AMR,24.8787874,67.0451046,171116,TAYYABA MASJID PMT,,,3503,BLOCK II S/S,0
AL064101,400002078501,30515250,7000202922,K0304,5206,2752482430146,SAI21081,Single,A1-R,137,BAHADURABAD,Non AMR,24.8787943,67.0451054,503856,SHIKARPUR COLONY PMT,,,251,SHIKARPUR COLONY PMT,0
LA021028,400002085540,30531700,7000200111,K0304,5660,2752382520822,TD21694,Three,A3-G,123,GULSHAN,Non AMR,24.90985728,67.10074414,10401,MAJEED PARA PMT2 (BL.10),,,329,CHAR MINAR PMT1,0
LA761189,400002080417,30515267,7000202931,K0304,5215,2752482430154,TI23935,Three,A1-R,137,BAHADURABAD,Non AMR,24.8787943,67.0451054,171116,TAYYABA MASJID PMT,,,3503,BLOCK II S/S,0
LA947165,400002140827,30531583,7000220681,K0304,5206,2752482430014,TJ38411,Three,A1-R,137,BAHADURABAD,Non AMR,24.8925232,67.0504954,503856,SHIKARPUR COLONY PMT,,,251,SHIKARPUR COLONY PMT,0
AL181813,400002088051,30530554,7000219145,K0304,4003,2752482450864,TL70439,Three,A1-R,137,BAHADURABAD,Non AMR,24.8924276,67.0505409,528680,EXECUTIVE ENGR. ELECTRICAL ENERGY-II PMT,,,96,EXECUTIVE ENGR. ELECTRICAL ENERGY-II PMT,0
LB445602,400032872423,33156896,7003195144,K0304,5760,,TS53322,Three,A1-R_TOD,137,BAHADURABAD,Non AMR,24.8915022,67.08177119,,Null,,,Null,Null,0
LA729966,400002031203,30519904,7000209100,K060101,5810,2952187780274,D19562,Single,A3-G,129,SITE,Non AMR,24.8937934,66.9894969,,Null,,,Null,Null,0
AL060799,400002095074,30532627,7000200528,K060101,5810,2952187780517,S86826,Single,A3-G,129,SITE,Non AMR,24.8854027,67.01741595,,Null,,,Null,Null,0
LA604601,400002249608,30536564,7000202900,K060101,5207,2952487140145,SE0328,Single,A3-G,143,BALDIA,Non AMR,24.87274197,66.91994984,,Null,,,Null,Null,0
LB230496,400024247037,32344208,7002362027,K060101,5260,2952287390139,TO009729,Three,A3-G,143,BALDIA,Non AMR,24.9334974,66.9648851,5247,P-15/4 ZENAT-UL-ISLAM PMT-1,,,1163,"P-15/4/1,ZENAT-UL-ISLAM PMT-2",0
